Sentence #,Word,Tag
,veux,O
,aller,O
,a,O
,Angers,B-geoE
,en,O
,passant,O
,par,O
,Abbeville,O
,depuis,O
,Tournefeuille,B-geoS
Sentence: 809,Je,O
,veux,O
,aller,O
,a,O
,Stockholm,B-geoE
,en,O
,passant,O
,par,O
,Mérignac,O
,depuis,O
,Lille,B-geoS
Sentence: 810,Je,O
,veux,O
,aller,O
,a,O
,Tourcoing,B-geoE
,en,O
,passant,O
,par,O
,Barcelone,O
,depuis,O
,Saint-Maur-des-Fossés,B-geoS
Sentence: 811,Je,O
,veux,O
,aller,O
,a,O
,Metz,B-geoE
,en,O
,passant,O
,par,O
,Blois,O
,depuis,O
,Montreuil,B-geoS
Sentence: 812,Je,O
,veux,O
,aller,O
,a,O
,Champigny-sur-Marne,B-geoE
,en,O
,passant,O
,par,O
,Aulnay-sous-Bois,O
,depuis,O
,Shanghai,B-geoS
Sentence: 813,Je,O
,veux,O
,aller,O
,a,O
,Madrid,B-geoE
,en,O
,passant,O
,par,O
,Berlin,O
,depuis,O
,Puteaux,B-geoS
Sentence: 814,Je,O
,veux,O
,aller,O
,a,O
,Rouen,B-geoE
,en,O
,passant,O
,par,O
,Avignon,O
,depuis,O
,Rouen,B-geoS
Sentence: 815,Je,O
,veux,O
,aller,O
,a,O
,Avignon,B-geoE
,en,O
,passant,O
,par,O
,Rennes,O
,depuis,O
,Nancy,B-geoS
Sentence: 816,Je,O
,veux,O
,aller,O
,a,O
,Albi,B-geoE
,en,O
,passant,O
,par,O
,Villeurbanne,O
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 817,Je,O
,veux,O
,aller,O
,a,O
,Arras,B-geoE
,en,O
,passant,O
,par,O
,Besançon,O
,depuis,O
,Istanbul,B-geoS
Sentence: 818,Je,O
,veux,O
,aller,O
,a,O
,Annemasse,B-geoE
,en,O
,passant,O
,par,O
,Rambouillet,O
,depuis,O
,Athenes,B-geoS
Sentence: 819,Je,O
,veux,O
,aller,O
,a,O
,Strasbourg,B-geoE
,en,O
,passant,O
,par,O
,Nantes,O
,depuis,O
,Auckland,B-geoS
Sentence: 820,Je,O
,veux,O
,aller,O
,a,O
,Barcelone,B-geoE
,en,O
,passant,O
,par,O
,Sartrouville,O
,depuis,O
,Caen,B-geoS
Sentence: 821,Je,O
,veux,O
,aller,O
,a,O
,Athenes,B-geoE
,en,O
,passant,O
,par,O
,Béthune,O
,depuis,O
,Rambouillet,B-geoS
Sentence: 822,Je,O
,veux,O
,aller,O
,a,O
,Rambouillet,B-geoE
,en,O
,passant,O
,par,O
,Le Havre,O
,depuis,O
,Béthune,B-geoS
Sentence: 823,Je,O
,veux,O
,aller,O
,a,O
,Calais,B-geoE
,en,O
,passant,O
,par,O
,Lyon,O
,depuis,O
,Bobigny,B-geoS
Sentence: 824,Je,O
,veux,O
,aller,O
,a,O
,Lyon,B-geoE
,en,O
,passant,O
,par,O
,Tournefeuille,O
,depuis,O
,Calais,B-geoS
Sentence: 825,Je,O
,veux,O
,aller,O
,a,O
,Neuilly-sur-Seine,B-geoE
,en,O
,passant,O
,par,O
,Mérignac,O
,depuis,O
,Charleville-Mézières,B-geoS
Sentence: 826,Je,O
,veux,O
,aller,O
,a,O
,Yerres,B-geoE
,en,O
,passant,O
,par,O
,Lille,O
,depuis,O
,La Possession,B-geoS
Sentence: 827,Je,O
,veux,O
,aller,O
,a,O
,Grenoble,B-geoE
,en,O
,passant,O
,par,O
,Montreuil,O
,depuis,O
,Nancy,B-geoS
Sentence: 828,Je,O
,veux,O
,aller,O
,a,O
,Antibes,B-geoE
,en,O
,passant,O
,par,O
,Singapour,O
,depuis,O
,Rambouillet,B-geoS
Sentence: 829,Je,O
,veux,O
,aller,O
,a,O
,Moscou,B-geoE
,en,O
,passant,O
,par,O
,Beziers,O
,depuis,O
,Béthune,B-geoS
Sentence: 830,Je,O
,veux,O
,aller,O
,a,O
,La Rochelle,B-geoE
,en,O
,passant,O
,par,O
,Lille,O
,depuis,O
,Jakarta,B-geoS
Sentence: 831,Je,O
,veux,O
,aller,O
,a,O
,Roubaix,B-geoE
,en,O
,passant,O
,par,O
,Shanghai,O
,depuis,O
,Palaiseau,B-geoS
Sentence: 832,Je,O
,veux,O
,aller,O
,a,O
,Asnières-sur-Seine,B-geoE
,en,O
,passant,O
,par,O
,Bobigny,O
,depuis,O
,Béthune,B-geoS
Sentence: 833,Je,O
,veux,O
,aller,O
,a,O
,Montreuil,B-geoE
,en,O
,passant,O
,par,O
,Auckland,O
,depuis,O
,Palaiseau,B-geoS
Sentence: 834,Je,O
,veux,O
,aller,O
,a,O
,Brest,B-geoE
,en,O
,passant,O
,par,O
,Champigny-sur-Marne,O
,depuis,O
,Montpellier,B-geoS
Sentence: 835,Je,O
,veux,O
,aller,O
,a,O
,Dijon,B-geoE
,en,O
,passant,O
,par,O
,Dublin,O
,depuis,O
,Perpignan,B-geoS
Sentence: 836,Je,O
,veux,O
,aller,O
,a,O
,Ales,B-geoE
,en,O
,passant,O
,par,O
,Metz,O
,depuis,O
,Albertville,B-geoS
Sentence: 837,Je,O
,veux,O
,aller,O
,a,O
,Aubervilliers,B-geoE
,en,O
,passant,O
,par,O
,Angers,O
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 838,Je,O
,veux,O
,aller,O
,a,O
,Bayonne,B-geoE
,en,O
,passant,O
,par,O
,Tournefeuille,O
,depuis,O
,Toulouse,B-geoS
Sentence: 839,Je,O
,veux,O
,aller,O
,a,O
,Saint-Maur-des-Fossés,B-geoE
,en,O
,passant,O
,par,O
,Delhi,O
,depuis,O
,Nantes,B-geoS
Sentence: 840,Je,O
,veux,O
,aller,O
,a,O
,Châteauroux,B-geoE
,en,O
,passant,O
,par,O
,Puteaux,O
,depuis,O
,Colombes,B-geoS
Sentence: 841,Je,O
,veux,O
,aller,O
,a,O
,Béthune,B-geoE
,en,O
,passant,O
,par,O
,Albi,O
,depuis,O
,Béziers,B-geoS
Sentence: 842,Je,O
,veux,O
,aller,O
,a,O
,Toronto,B-geoE
,en,O
,passant,O
,par,O
,Cotonou,O
,depuis,O
,Poitiers,B-geoS
Sentence: 843,Je,O
,veux,O
,aller,O
,a,O
,Shanghai,B-geoE
,en,O
,passant,O
,par,O
,Antibes,O
,depuis,O
,Barcelone,B-geoS
Sentence: 844,Je,O
,veux,O
,aller,O
,a,O
,Auxerre,B-geoE
,en,O
,passant,O
,par,O
,Grenoble,O
,depuis,O
,Saint-Paul,B-geoS
Sentence: 845,Je,O
,veux,O
,aller,O
,a,O
,Dunkerque,B-geoE
,en,O
,passant,O
,par,O
,Ajaccio,O
,depuis,O
,Amiens,B-geoS
Sentence: 846,Je,O
,veux,O
,aller,O
,a,O
,Marseille,B-geoE
,en,O
,passant,O
,par,O
,Poitiers,O
,depuis,O
,Rennes,B-geoS
Sentence: 847,Je,O
,veux,O
,aller,O
,a,O
,Avignon,B-geoE
,en,O
,passant,O
,par,O
,Antibes,O
,depuis,O
,Wuhan,B-geoS
Sentence: 848,Je,O
,veux,O
,aller,O
,a,O
,Paris,B-geoE
,en,O
,passant,O
,par,O
,Beauvais,O
,depuis,O
,Rome,B-geoS
Sentence: 849,Je,O
,veux,O
,aller,O
,a,O
,Washington,B-geoE
,en,O
,passant,O
,par,O
,Vitry-sur-Seine,O
,depuis,O
,Puteaux,B-geoS
Sentence: 850,Je,O
,veux,O
,aller,O
,a,O
,Angers,B-geoE
,en,O
,passant,O
,par,O
,Nice,O
,depuis,O
,Pekin,B-geoS
Sentence: 851,Je,O
,veux,O
,aller,O
,a,O
,Bagnolet,B-geoE
,en,O
,passant,O
,par,O
,Auch,O
,depuis,O
,Jakarta,B-geoS
Sentence: 852,Je,O
,veux,O
,aller,O
,a,O
,Madrid,B-geoE
,en,O
,passant,O
,par,O
,Ales,O
,depuis,O
,Blois,B-geoS
Sentence: 853,Je,O
,veux,O
,aller,O
,a,O
,Rennes,B-geoE
,en,O
,passant,O
,par,O
,Barcelone,O
,depuis,O
,Londres,B-geoS
Sentence: 854,Je,O
,veux,O
,aller,O
,a,O
,Béthune,B-geoE
,en,O
,passant,O
,par,O
,Alpes-Maritimes,O
,depuis,O
,Londres,B-geoS
Sentence: 855,Je,O
,veux,O
,aller,O
,a,O
,Jakarta,B-geoE
,en,O
,passant,O
,par,O
,Aubervilliers,O
,depuis,O
,Beziers,B-geoS
Sentence: 856,Je,O
,veux,O
,aller,O
,a,O
,Colmar,B-geoE
,en,O
,passant,O
,par,O
,Maisons-Alfort,O
,depuis,O
,Toulouse,B-geoS
Sentence: 857,Je,O
,veux,O
,aller,O
,a,O
,Lille,B-geoE
,en,O
,passant,O
,par,O
,Meaux,O
,depuis,O
,Caen,B-geoS
Sentence: 858,Je,O
,veux,O
,aller,O
,a,O
,Tourcoing,B-geoE
,en,O
,passant,O
,par,O
,Chicago,O
,depuis,O
,Stockholm,B-geoS
Sentence: 859,Je,O
,veux,O
,aller,O
,a,O
,Lille,B-geoE
,en,O
,passant,O
,par,O
,Angers,O
,depuis,O
,Blois,B-geoS
Sentence: 860,Je,O
,veux,O
,aller,O
,a,O
,Villeneuve-d'Ascq,B-geoE
,en,O
,passant,O
,par,O
,Aulnay-sous-Bois,O
,depuis,O
,Valence,B-geoS
Sentence: 861,Je,O
,veux,O
,aller,O
,a,O
,Boulogne-Billancourt,B-geoE
,en,O
,passant,O
,par,O
,Béthune,O
,depuis,O
,Béziers,B-geoS
Sentence: 862,Je,O
,veux,O
,aller,O
,a,O
,Rouen,B-geoE
,en,O
,passant,O
,par,O
,Tournefeuille,O
,depuis,O
,Toulon,B-geoS
Sentence: 863,Je,O
,veux,O
,aller,O
,a,O
,Vatican,B-geoE
,en,O
,passant,O
,par,O
,Rambouillet,O
,depuis,O
,Autun,B-geoS
Sentence: 864,Je,O
,veux,O
,aller,O
,a,O
,Ibiza,B-geoE
,en,O
,passant,O
,par,O
,Poitiers,O
,depuis,O
,Zurich,B-geoS
Sentence: 865,Je,O
,veux,O
,aller,O
,a,O
,Nanterre,B-geoE
,en,O
,passant,O
,par,O
,Bordeaux,O
,depuis,O
,Bangalore,B-geoS
Sentence: 866,Je,O
,veux,O
,aller,O
,a,O
,Marseille,B-geoE
,en,O
,passant,O
,par,O
,Berlin,O
,depuis,O
,Auxerre,B-geoS
Sentence: 867,Je,O
,veux,O
,aller,O
,a,O
,Champigny-sur-Marne,B-geoE
,en,O
,passant,O
,par,O
,Marseille,O
,depuis,O
,Aix-en-Provence,B-geoS
Sentence: 868,Je,O
,veux,O
,aller,O
,a,O
,Alpes-Maritimes,B-geoE
,en,O
,passant,O
,par,O
,Amsterdam,O
,depuis,O
,Lille,B-geoS
Sentence: 869,Je,O
,veux,O
,aller,O
,a,O
,Fréjus,B-geoE
,en,O
,passant,O
,par,O
,Toulouse,O
,depuis,O
,La Possession,B-geoS
Sentence: 870,Je,O
,veux,O
,aller,O
,a,O
,Autun,B-geoE
,en,O
,passant,O
,par,O
,Amiens,O
,depuis,O
,Lima,B-geoS
Sentence: 871,Je,O
,veux,O
,aller,O
,a,O
,Angers,B-geoE
,en,O
,passant,O
,par,O
,Amiens,O
,depuis,O
,Besançon,B-geoS
Sentence: 872,Je,O
,veux,O
,aller,O
,a,O
,Aulnay-sous-Bois,B-geoE
,en,O
,passant,O
,par,O
,Palaiseau,O
,depuis,O
,Aulnay-sous-Bois,B-geoS
Sentence: 873,Je,O
,veux,O
,aller,O
,a,O
,Villeurbanne,B-geoE
,en,O
,passant,O
,par,O
,Vitry-sur-Seine,O
,depuis,O
,Stockholm,B-geoS
Sentence: 874,Je,O
,veux,O
,aller,O
,a,O
,Mérignac,B-geoE
,en,O
,passant,O
,par,O
,Nanterre,O
,depuis,O
,Bergerac,B-geoS
Sentence: 875,Je,O
,veux,O
,aller,O
,a,O
,Annemasse,B-geoE
,en,O
,passant,O
,par,O
,Châteauroux,O
,depuis,O
,Amsterdam,B-geoS
Sentence: 876,Je,O
,veux,O
,aller,O
,a,O
,Troyes,B-geoE
,en,O
,passant,O
,par,O
,Reims,O
,depuis,O
,Aubervilliers,B-geoS
Sentence: 877,Je,O
,veux,O
,aller,O
,a,O
,Angoulême,B-geoE
,en,O
,passant,O
,par,O
,Nanterre,O
,depuis,O
,Autun,B-geoS
Sentence: 878,Je,O
,veux,O
,aller,O
,a,O
,Metz,B-geoE
,en,O
,passant,O
,par,O
,Saint-Maur-des-Fossés,O
,depuis,O
,Calais,B-geoS
Sentence: 879,Je,O
,veux,O
,aller,O
,a,O
,Troyes,B-geoE
,en,O
,passant,O
,par,O
,Aulnay-sous-Bois,O
,depuis,O
,Dublin,B-geoS
Sentence: 880,Je,O
,veux,O
,aller,O
,a,O
,Roubaix,B-geoE
,en,O
,passant,O
,par,O
,Béthune,O
,depuis,O
,Strasbourg,B-geoS
Sentence: 881,Je,O
,veux,O
,aller,O
,a,O
,Montpellier,B-geoE
,en,O
,passant,O
,par,O
,Pau,O
,depuis,O
,Dijon,B-geoS
Sentence: 882,Je,O
,veux,O
,aller,O
,a,O
,Rome,B-geoE
,en,O
,passant,O
,par,O
,Washington,O
,depuis,O
,Avignon,B-geoS
Sentence: 883,Je,O
,veux,O
,aller,O
,a,O
,Metz,B-geoE
,en,O
,passant,O
,par,O
,Ibiza,O
,depuis,O
,Istres,B-geoS
Sentence: 884,Je,O
,veux,O
,aller,O
,a,O
,La Rochelle,B-geoE
,en,O
,passant,O
,par,O
,Istres,O
,depuis,O
,Bagnolet,B-geoS
Sentence: 885,Je,O
,veux,O
,aller,O
,a,O
,Moscou,B-geoE
,en,O
,passant,O
,par,O
,Ajaccio,O
,depuis,O
,Troyes,B-geoS
Sentence: 886,Je,O
,veux,O
,aller,O
,a,O
,Abbeville,B-geoE
,en,O
,passant,O
,par,O
,Sète,O
,depuis,O
,Fréjus,B-geoS
Sentence: 887,Je,O
,veux,O
,aller,O
,a,O
,Cotonou,B-geoE
,en,O
,passant,O
,par,O
,Albi,O
,depuis,O
,Shanghai,B-geoS
Sentence: 888,Je,O
,veux,O
,aller,O
,a,O
,Sartrouville,B-geoE
,en,O
,passant,O
,par,O
,Strasbourg,O
,depuis,O
,Rouen,B-geoS
Sentence: 889,Je,O
,veux,O
,aller,O
,a,O
,Angoulême,B-geoE
,en,O
,passant,O
,par,O
,Zurich,O
,depuis,O
,Tournefeuille,B-geoS
Sentence: 890,Je,O
,veux,O
,aller,O
,a,O
,Ajaccio,B-geoE
,en,O
,passant,O
,par,O
,Bordeaux,O
,depuis,O
,Yerres,B-geoS
Sentence: 891,Je,O
,veux,O
,aller,O
,a,O
,Béthune,B-geoE
,en,O
,passant,O
,par,O
,Lorient,O
,depuis,O
,Villeneuve-Saint-Georges,B-geoS
Sentence: 892,Je,O
,veux,O
,aller,O
,a,O
,Blois,B-geoE
,en,O
,passant,O
,par,O
,Calais,O
,depuis,O
,Auckland,B-geoS
Sentence: 893,Je,O
,veux,O
,aller,O
,a,O
,Montpellier,B-geoE
,en,O
,passant,O
,par,O
,Grenoble,O
,depuis,O
,Sartrouville,B-geoS
Sentence: 894,Je,O
,veux,O
,aller,O
,a,O
,Amsterdam,B-geoE
,en,O
,passant,O
,par,O
,Moscou,O
,depuis,O
,Arles,B-geoS
Sentence: 895,Je,O
,veux,O
,aller,O
,a,O
,Alpes-Maritimes,B-geoE
,en,O
,passant,O
,par,O
,Vitry-sur-Seine,O
,depuis,O
,Chicago,B-geoS
Sentence: 896,Je,O
,veux,O
,aller,O
,a,O
,Dijon,B-geoE
,en,O
,passant,O
,par,O
,Saint-Etienne,O
,depuis,O
,Champigny-sur-Marne,B-geoS
Sentence: 897,Je,O
,veux,O
,aller,O
,a,O
,Moscou,B-geoE
,en,O
,passant,O
,par,O
,Delhi,O
,depuis,O
,Dijon,B-geoS
Sentence: 898,Je,O
,veux,O
,aller,O
,a,O
,La Ciotat,B-geoE
,en,O
,passant,O
,par,O
,Vitry-sur-Seine,O
,depuis,O
,Orléans,B-geoS
Sentence: 899,Je,O
,veux,O
,aller,O
,a,O
,Thonon-les-Bains,B-geoE
,en,O
,passant,O
,par,O
,Marseille,O
,depuis,O
,Auch,B-geoS
Sentence: 900,Comment,O
,aller,O
,a,O
,Vatican,B-geoE
Sentence: 901,Comment,O
,aller,O
,a,O
,Lille,B-geoE
Sentence: 902,Comment,O
,aller,O
,a,O
,Albertville,B-geoE
Sentence: 903,Comment,O
,aller,O
,a,O
,Argenteuil,B-geoE
Sentence: 904,Comment,O
,aller,O
,a,O
,Sydney,B-geoE
Sentence: 905,Comment,O
,aller,O
,a,O
,Mulhouse,B-geoE
Sentence: 906,Comment,O
,aller,O
,a,O
,Nancy,B-geoE
Sentence: 907,Comment,O
,aller,O
,a,O
,Neuilly-sur-Seine,B-geoE
Sentence: 908,Comment,O
,aller,O
,a,O
,La Ciotat,B-geoE
Sentence: 909,Comment,O
,aller,O
,a,O
,Saint-Denis,B-geoE
Sentence: 910,Comment,O
,aller,O
,a,O
,Belfort,B-geoE
Sentence: 911,Comment,O
,aller,O
,a,O
,Alpes-Maritimes,B-geoE
Sentence: 912,Comment,O
,aller,O
,a,O
,Nantes,B-geoE
Sentence: 913,Comment,O
,aller,O
,a,O
,Annemasse,B-geoE
Sentence: 914,Comment,O
,aller,O
,a,O
,Zurich,B-geoE
Sentence: 915,Comment,O
,aller,O
,a,O
,Bangalore,B-geoE
Sentence: 916,Comment,O
,aller,O
,a,O
,Vannes,B-geoE
Sentence: 917,Comment,O
,aller,O
,a,O
,Bandol,B-geoE
Sentence: 918,Comment,O
,aller,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 919,Comment,O
,aller,O
,a,O
,Villeneuve-d'Ascq,B-geoE
Sentence: 920,Comment,O
,aller,O
,a,O
,Montpellier,B-geoE
Sentence: 921,Comment,O
,aller,O
,a,O
,Alpes-Maritimes,B-geoE
Sentence: 922,Comment,O
,aller,O
,a,O
,Bergerac,B-geoE
Sentence: 923,Comment,O
,aller,O
,a,O
,Orléans,B-geoE
Sentence: 924,Comment,O
,aller,O
,a,O
,Saint-Denis,B-geoE
Sentence: 925,Comment,O
,aller,O
,a,O
,Villeneuve-Saint-Georges,B-geoE
Sentence: 926,Comment,O
,aller,O
,a,O
,Yerres,B-geoE
Sentence: 927,Comment,O
,aller,O
,a,O
,Aulnay-sous-Bois,B-geoE
Sentence: 928,Comment,O
,aller,O
,a,O
,Ibiza,B-geoE
Sentence: 929,Comment,O
,aller,O
,a,O
,Annemasse,B-geoE
Sentence: 930,Comment,O
,aller,O
,a,O
,Mulhouse,B-geoE
Sentence: 931,Comment,O
,aller,O
,a,O
,Champigny-sur-Marne,B-geoE
Sentence: 932,Comment,O
,aller,O
,a,O
,Ibiza,B-geoE
Sentence: 933,Comment,O
,aller,O
,a,O
,Bondy,B-geoE
Sentence: 934,Comment,O
,aller,O
,a,O
,Créteil,B-geoE
Sentence: 935,Comment,O
,aller,O
,a,O
,Roubaix,B-geoE
Sentence: 936,Comment,O
,aller,O
,a,O
,Amiens,B-geoE
Sentence: 937,Comment,O
,aller,O
,a,O
,Troyes,B-geoE
Sentence: 938,Comment,O
,aller,O
,a,O
,Sartrouville,B-geoE
Sentence: 939,Comment,O
,aller,O
,a,O
,Saint-Paul,B-geoE
Sentence: 940,Comment,O
,aller,O
,a,O
,Maisons-Alfort,B-geoE
Sentence: 941,Comment,O
,aller,O
,a,O
,Arles,B-geoE
Sentence: 942,Comment,O
,aller,O
,a,O
,Nanterre,B-geoE
Sentence: 943,Comment,O
,aller,O
,a,O
,Issy-les-Moulineaux,B-geoE
Sentence: 944,Comment,O
,aller,O
,a,O
,Dijon,B-geoE
Sentence: 945,Comment,O
,aller,O
,a,O
,Bagnolet,B-geoE
Sentence: 946,Comment,O
,aller,O
,a,O
,Troyes,B-geoE
Sentence: 947,Comment,O
,aller,O
,a,O
,Dunkerque,B-geoE
Sentence: 948,Comment,O
,aller,O
,a,O
,Aubervilliers,B-geoE
Sentence: 949,Comment,O
,aller,O
,a,O
,Annecy,B-geoE
Sentence: 950,Comment,O
,aller,O
,a,O
,Montpellier,B-geoE
Sentence: 951,Comment,O
,aller,O
,a,O
,Wuhan,B-geoE
Sentence: 952,Comment,O
,aller,O
,a,O
,Vitry-sur-Seine,B-geoE
Sentence: 953,Comment,O
,aller,O
,a,O
,Albertville,B-geoE
Sentence: 954,Comment,O
,aller,O
,a,O
,Bagnolet,B-geoE
Sentence: 955,Comment,O
,aller,O
,a,O
,Bondy,B-geoE
Sentence: 956,Comment,O
,aller,O
,a,O
,Ales,B-geoE
Sentence: 957,Comment,O
,aller,O
,a,O
,Amiens,B-geoE
Sentence: 958,Comment,O
,aller,O
,a,O
,Alpes-Maritimes,B-geoE
Sentence: 959,Comment,O
,aller,O
,a,O
,Roubaix,B-geoE
Sentence: 960,Comment,O
,aller,O
,a,O
,Cotonou,B-geoE
Sentence: 961,Comment,O
,aller,O
,a,O
,Sète,B-geoE
Sentence: 962,Comment,O
,aller,O
,a,O
,Rennes,B-geoE
Sentence: 963,Comment,O
,aller,O
,a,O
,Sydney,B-geoE
Sentence: 964,Comment,O
,aller,O
,a,O
,Besançon,B-geoE
Sentence: 965,Comment,O
,aller,O
,a,O
,Roubaix,B-geoE
Sentence: 966,Comment,O
,aller,O
,a,O
,Épinay-sur-Seine,B-geoE
Sentence: 967,Comment,O
,aller,O
,a,O
,Albertville,B-geoE
Sentence: 968,Comment,O
,aller,O
,a,O
,Strasbourg,B-geoE
Sentence: 969,Comment,O
,aller,O
,a,O
,Auckland,B-geoE
Sentence: 970,Comment,O
,aller,O
,a,O
,Reims,B-geoE
Sentence: 971,Comment,O
,aller,O
,a,O
,Madrid,B-geoE
Sentence: 972,Comment,O
,aller,O
,a,O
,Paris,B-geoE
Sentence: 973,Comment,O
,aller,O
,a,O
,La Ciotat,B-geoE
Sentence: 974,Comment,O
,aller,O
,a,O
,Bandol,B-geoE
Sentence: 975,Comment,O
,aller,O
,a,O
,Saint-Paul,B-geoE
Sentence: 976,Comment,O
,aller,O
,a,O
,Gagny,B-geoE
Sentence: 977,Comment,O
,aller,O
,a,O
,Strasbourg,B-geoE
Sentence: 978,Comment,O
,aller,O
,a,O
,Londres,B-geoE
Sentence: 979,Comment,O
,aller,O
,a,O
,Montreuil,B-geoE
Sentence: 980,Comment,O
,aller,O
,a,O
,Nancy,B-geoE
Sentence: 981,Comment,O
,aller,O
,a,O
,Singapour,B-geoE
Sentence: 982,Comment,O
,aller,O
,a,O
,Rambouillet,B-geoE
Sentence: 983,Comment,O
,aller,O
,a,O
,Amiens,B-geoE
Sentence: 984,Comment,O
,aller,O
,a,O
,Créteil,B-geoE
Sentence: 985,Comment,O
,aller,O
,a,O
,Moulins,B-geoE
Sentence: 986,Comment,O
,aller,O
,a,O
,Ibiza,B-geoE
Sentence: 987,Comment,O
,aller,O
,a,O
,Bordeaux,B-geoE
Sentence: 988,Comment,O
,aller,O
,a,O
,Grenoble,B-geoE
Sentence: 989,Comment,O
,aller,O
,a,O
,Saint-Etienne,B-geoE
Sentence: 990,Comment,O
,aller,O
,a,O
,Dijon,B-geoE
Sentence: 991,Comment,O
,aller,O
,a,O
,Rome,B-geoE
Sentence: 992,Comment,O
,aller,O
,a,O
,Jakarta,B-geoE
Sentence: 993,Comment,O
,aller,O
,a,O
,Meaux,B-geoE
Sentence: 994,Comment,O
,aller,O
,a,O
,Ibiza,B-geoE
Sentence: 995,Comment,O
,aller,O
,a,O
,Montreuil,B-geoE
Sentence: 996,Comment,O
,aller,O
,a,O
,Calais,B-geoE
Sentence: 997,Comment,O
,aller,O
,a,O
,Clermont-Ferrand,B-geoE
Sentence: 998,Comment,O
,aller,O
,a,O
,Troyes,B-geoE
Sentence: 999,Comment,O
,aller,O
,a,O
,Yerres,B-geoE
Sentence: 1000,Aller,O
,a,O
,Autun,B-geoE
Sentence: 1001,Aller,O
,a,O
,Auckland,B-geoE
Sentence: 1002,Aller,O
,a,O
,Pau,B-geoE
Sentence: 1003,Aller,O
,a,O
,Madrid,B-geoE
Sentence: 1004,Aller,O
,a,O
,Albi,B-geoE
Sentence: 1005,Aller,O
,a,O
,Montpellier,B-geoE
Sentence: 1006,Aller,O
,a,O
,Perpignan,B-geoE
Sentence: 1007,Aller,O
,a,O
,Béthune,B-geoE
Sentence: 1008,Aller,O
,a,O
,Béthune,B-geoE
Sentence: 1009,Aller,O
,a,O
,Nantes,B-geoE
Sentence: 1010,Aller,O
,a,O
,Abbeville,B-geoE
Sentence: 1011,Aller,O
,a,O
,Béthune,B-geoE
Sentence: 1012,Aller,O
,a,O
,Wuhan,B-geoE
Sentence: 1013,Aller,O
,a,O
,Nantes,B-geoE
Sentence: 1014,Aller,O
,a,O
,Maisons-Alfort,B-geoE
Sentence: 1015,Aller,O
,a,O
,Toulon,B-geoE
Sentence: 1016,Aller,O
,a,O
,Athenes,B-geoE
Sentence: 1017,Aller,O
,a,O
,Oslo,B-geoE
Sentence: 1018,Aller,O
,a,O
,Angoulême,B-geoE
Sentence: 1019,Aller,O
,a,O
,Maisons-Alfort,B-geoE
Sentence: 1020,Aller,O
,a,O
,Singapour,B-geoE
Sentence: 1021,Aller,O
,a,O
,Ales,B-geoE
Sentence: 1022,Aller,O
,a,O
,Champigny-sur-Marne,B-geoE
Sentence: 1023,Aller,O
,a,O
,Amiens,B-geoE
Sentence: 1024,Aller,O
,a,O
,Ales,B-geoE
Sentence: 1025,Aller,O
,a,O
,Rennes,B-geoE
Sentence: 1026,Aller,O
,a,O
,Nantes,B-geoE
Sentence: 1027,Aller,O
,a,O
,Bangalore,B-geoE
Sentence: 1028,Aller,O
,a,O
,Gagny,B-geoE
Sentence: 1029,Aller,O
,a,O
,Moscou,B-geoE
Sentence: 1030,Aller,O
,a,O
,Paris,B-geoE
Sentence: 1031,Aller,O
,a,O
,Bangalore,B-geoE
Sentence: 1032,Aller,O
,a,O
,Alfortville,B-geoE
Sentence: 1033,Aller,O
,a,O
,Ales,B-geoE
Sentence: 1034,Aller,O
,a,O
,Quimper,B-geoE
Sentence: 1035,Aller,O
,a,O
,Lima,B-geoE
Sentence: 1036,Aller,O
,a,O
,Angers,B-geoE
Sentence: 1037,Aller,O
,a,O
,Autun,B-geoE
Sentence: 1038,Aller,O
,a,O
,Maisons-Alfort,B-geoE
Sentence: 1039,Aller,O
,a,O
,Beziers,B-geoE
Sentence: 1040,Aller,O
,a,O
,Istanbul,B-geoE
Sentence: 1041,Aller,O
,a,O
,Shanghai,B-geoE
Sentence: 1042,Aller,O
,a,O
,Lille,B-geoE
Sentence: 1043,Aller,O
,a,O
,Toulouse,B-geoE
Sentence: 1044,Aller,O
,a,O
,Quimper,B-geoE
Sentence: 1045,Aller,O
,a,O
,Bagneux,B-geoE
Sentence: 1046,Aller,O
,a,O
,Reims,B-geoE
Sentence: 1047,Aller,O
,a,O
,Angoulême,B-geoE
Sentence: 1048,Aller,O
,a,O
,Strasbourg,B-geoE
Sentence: 1049,Aller,O
,a,O
,Tokyo,B-geoE
Sentence: 1050,Aller,O
,a,O
,Caen,B-geoE
Sentence: 1051,Aller,O
,a,O
,Albertville,B-geoE
Sentence: 1052,Aller,O
,a,O
,Istres,B-geoE
Sentence: 1053,Aller,O
,a,O
,Thonon-les-Bains,B-geoE
Sentence: 1054,Aller,O
,a,O
,Tournefeuille,B-geoE
Sentence: 1055,Aller,O
,a,O
,Issy-les-Moulineaux,B-geoE
Sentence: 1056,Aller,O
,a,O
,Bandol,B-geoE
Sentence: 1057,Aller,O
,a,O
,Issy-les-Moulineaux,B-geoE
Sentence: 1058,Aller,O
,a,O
,Toulouse,B-geoE
Sentence: 1059,Aller,O
,a,O
,Dreux,B-geoE
Sentence: 1060,Aller,O
